ID pheno
FID1_ID1 -0.476891389015237
FID2_ID2 0.355836715562527
FID3_ID3 3.83709613790311
FID4_ID4 -0.230828759447852
FID5_ID5 0.763034246035127
FID6_ID6 -0.576708446777628
FID7_ID7 -1.12397915950332
FID8_ID8 -1.2756606417234
FID9_ID9 0.0970356850179277
FID10_ID10 1.26412306152209
FID11_ID11 -3.10217939819815
FID12_ID12 -0.475255763541474
FID13_ID13 0.570504610728394
FID14_ID14 0.838016447749285
FID15_ID15 1.00360781538053
FID16_ID16 0.533169934231781
FID17_ID17 0.683378580596014
FID18_ID18 -0.396379501094033
FID19_ID19 0.444557064351429
FID20_ID20 1.5282997035335
FID21_ID21 1.32629549245491
FID22_ID22 -1.83601786821384
FID23_ID23 -1.17556266233892
FID24_ID24 0.791518273725312
FID25_ID25 -1.08441001079352
FID26_ID26 -0.0073913981518432
FID27_ID27 1.64360112573548
FID28_ID28 0.15576318256031
FID29_ID29 2.55770271133861
FID30_ID30 -0.0810950728554536
FID31_ID31 -0.545504572418898
FID32_ID32 1.09836263144564
FID33_ID33 1.31480786533085
FID34_ID34 -0.67265478293869
FID35_ID35 0.395125777236504
FID36_ID36 1.17364216755318
FID37_ID37 0.368943703496119
FID38_ID38 -0.358922559930007
FID39_ID39 -3.0868272779871
FID40_ID40 0.920181022987582
FID41_ID41 -0.686220069319061
FID42_ID42 -0.333909731983575
FID43_ID43 0.843202532862627
FID44_ID44 -0.601155182260881
FID45_ID45 0.036944211472842
FID46_ID46 2.66447943465036
FID47_ID47 1.6245210919474
FID48_ID48 -0.130861389220452
FID49_ID49 0.742085250347247
FID50_ID50 -0.340850347714319
FID51_ID51 -2.15339777171324
FID52_ID52 0.417257243777045
FID53_ID53 -0.739242197758373
FID54_ID54 0.501548281331673
FID55_ID55 -0.506465376016032
FID56_ID56 -0.167060616405025
FID57_ID57 -0.559603553830286
FID58_ID58 -0.351649230771294
FID59_ID59 -2.35447267831525
FID60_ID60 3.14830752545979
FID61_ID61 2.64438501262913
FID62_ID62 1.92406776342422
FID63_ID63 0.97461097438091
FID64_ID64 -0.511925802022622
